cf_id,contact_id,company_name,goal,pledged,outcome,backers_count,country,currency,launched_at,staff_pick,spotlight,category_id,subcategory_id
1338,4849,Moreno Ltd,108400,138586,successful,1345,AU,AUD,1618376400,False,True,3cat,3subcat
1954,3149,"Quinn, Cruz and Schmidt",8900,14685,successful,181,US,USD,1619845200,False,False,3cat,3subcat
685,5942,"Cruz, Hall and Mason",8000,7220,canceled,219,US,USD,1622955600,False,False,3cat,3subcat
2077,3272,Edwards LLC,55800,118580,successful,3388,US,USD,1608876000,False,False,3cat,3subcat
692,3111,Gonzalez-Snow,5000,6775,successful,78,IT,EUR,1608530400,False,False,3cat,3subcat
812,1905,Byrd Group,88900,102535,successful,3308,US,USD,1632546000,False,False,3cat,3subcat
1015,4121,"Houston, Moore and Rogers",7600,8332,successful,185,US,USD,1628744400,False,False,3cat,3subcat
2259,2508,"Hodges, Smith and Kelly",86200,77355,failed,1758,US,USD,1588741200,False,False,3cat,3subcat
55,2940,"Garcia, Dunn and Richardson",9100,12991,successful,155,US,USD,1602392400,False,False,3cat,3subcat
2554,2116,Williams LLC,69900,138087,successful,1354,GB,GBP,1637128800,False,False,3cat,3subcat
2293,5102,"Cooper, Stanley and Bryant",1000,5085,successful,48,US,USD,1623042000,True,True,3cat,3subcat
212,3415,"Powers, Smith and Deleon",100,2,failed,1,US,USD,1600837200,False,True,3cat,3subcat
2381,1798,"Wang, Silva and Byrd",1400,3534,successful,110,US,USD,1610344800,False,False,3cat,3subcat
237,5821,"Carter, Cole and Curtis",5800,11539,successful,462,US,USD,1599541200,True,False,3cat,3subcat
435,3857,Stevenson PLC,160400,1210,failed,38,US,USD,1613714400,False,False,3cat,3subcat
1050,3169,Dawson Group,167400,196386,successful,3777,IT,EUR,1615096800,False,False,3cat,3subcat
910,5594,Wiggins Ltd,9900,6161,live,66,CA,CAD,1619499600,False,False,3cat,3subcat
2686,4912,Wright LLC,5900,9520,successful,203,US,USD,1613973600,False,False,3cat,3subcat
201,2576,"Henderson, Parker and Diaz",42600,156384,successful,1548,AU,AUD,1626670800,False,False,3cat,3subcat
923,3850,Robbins Group,5500,4678,failed,55,US,USD,1612418400,False,False,3cat,3subcat
1593,4519,"Sellers, Roach and Garrison",42700,97524,successful,1681,US,USD,1608271200,False,True,3cat,3subcat
2028,5219,Diaz-Little,6700,11941,successful,323,US,USD,1624683600,False,False,3cat,3subcat
505,4495,"Wright, Hunt and Rowe",81200,38414,failed,452,US,USD,1635138000,False,False,3cat,9subcat
1019,3605,"Scott, Wilson and Martin",92400,104257,successful,2673,US,USD,1619845200,False,False,3cat,9subcat
462,2265,"Garcia, Garcia and Lopez",8800,14878,successful,198,US,USD,1605679200,False,True,3cat,9subcat
1213,1664,"Bradshaw, Gill and Donovan",158100,145243,failed,1467,GB,GBP,1599454800,False,True,3cat,9subcat
2101,4248,Roy PLC,6000,5392,failed,120,US,USD,1617080400,False,False,3cat,9subcat
2655,4085,"Flores, Miller and Johnson",8000,11493,successful,164,US,USD,1614751200,False,False,3cat,9subcat
1363,3126,Lopez Inc,72600,117892,successful,4065,GB,GBP,1604383200,False,True,3cat,9subcat
2480,3251,Cisneros-Burton,31400,41564,successful,374,US,USD,1625288400,False,False,3cat,9subcat
3088,5150,Garcia Inc,3700,10422,successful,336,US,USD,1600405200,False,True,3cat,9subcat
2431,5288,Harper-Davis,1900,13816,successful,126,US,USD,1625202000,False,True,3cat,9subcat
698,3096,"Hamilton, Wright and Chavez",92100,19246,failed,326,US,USD,1610604000,False,True,3cat,9subcat
1882,1656,Fields-Moore,25000,59128,successful,768,CH,CHF,1611813600,False,False,3cat,9subcat
2198,5629,"White, Larson and Wright",9300,11255,successful,107,US,USD,1587272400,False,False,3cat,9subcat
3024,1763,Evans Group,8000,12985,successful,164,US,USD,1619413200,False,False,3cat,9subcat
1130,3983,"Santos, Black and Donovan",600,5368,successful,48,US,USD,1586926800,False,True,3cat,9subcat
2563,3691,"Olsen, Edwards and Reid",56000,172736,successful,2107,AU,AUD,1602219600,False,False,3cat,9subcat
1834,1268,King Inc,8200,5178,failed,100,DK,DKK,1596690000,False,False,3cat,9subcat
2556,4464,Mason-Sanders,3200,3127,failed,41,US,USD,1618203600,False,False,3cat,9subcat
1732,5675,"Pacheco, Johnson and Torres",20700,41396,successful,470,US,USD,1596085200,False,False,3cat,9subcat
948,4025,Burns-Burnett,3800,2241,live,86,US,USD,1598590800,False,False,3cat,9subcat
2808,4102,Flores-Lambert,109000,42795,failed,424,US,USD,1626584400,False,False,3cat,9subcat
2141,3365,Hernandez-Grimes,102900,67546,failed,1608,US,USD,1609999200,False,False,3cat,9subcat
298,4439,Thomas-Lopez,9400,6015,failed,118,US,USD,1608789600,False,True,3cat,9subcat
2403,1244,Rodriguez-West,7000,1744,failed,32,US,USD,1600923600,False,False,3cat,9subcat
1136,5487,"Martin, Martin and Solis",6800,5579,failed,186,US,USD,1589173200,False,False,3cat,9subcat
586,1810,Obrien and Sons,1200,3984,successful,42,US,USD,1618549200,False,True,3cat,9subcat
470,5771,"Grimes, Holland and Sloan",3600,10289,successful,381,US,USD,1618549200,False,False,3cat,9subcat
2806,2150,Lyons LLC,68800,162603,successful,2756,US,USD,1599886800,False,False,3cat,9subcat
2322,4003,Clark Inc,9200,9339,successful,85,IT,EUR,1623042000,False,False,3cat,9subcat
302,1865,Hopkins-Browning,2500,13684,successful,268,US,USD,1590814800,False,False,3cat,9subcat
2310,2942,Lucero Group,9800,3349,failed,120,US,USD,1594702800,False,True,3cat,9subcat
400,2594,"Greene, Lloyd and Sims",2100,1768,failed,63,US,USD,1619845200,False,False,3cat,9subcat
3187,4356,Jarvis and Sons,29500,83843,successful,762,US,USD,1621573200,False,False,3cat,9subcat
2509,2188,Waters and Sons,6300,13018,successful,194,US,USD,1628744400,True,False,3cat,9subcat
2785,2430,"Ramos, Moreno and Lewis",9200,13382,successful,129,CA,CAD,1613196000,False,False,3cat,9subcat
3027,4427,"Jones, Wiley and Robbins",7500,14381,successful,134,US,USD,1604206800,False,False,3cat,9subcat
1656,1879,"Taylor, Wood and Taylor",42100,188057,successful,2893,CA,CAD,1594789200,False,False,3cat,9subcat
649,4561,"Cole, Petty and Cameron",100,3,failed,1,US,USD,1597208400,False,False,3cat,9subcat
33,5871,Sims-Gross,8700,4710,failed,83,US,USD,1614924000,False,False,3cat,9subcat
113,3336,Reyes PLC,8300,8317,successful,297,US,USD,1599973200,False,False,3cat,9subcat
1649,5580,Carson PLC,28800,118847,successful,1071,CA,CAD,1630818000,False,False,3cat,9subcat
971,3016,"Hill, Mccann and Moore",6900,2091,failed,34,US,USD,1595307600,False,False,3cat,9subcat
1111,3199,Hunter-Logan,8600,13527,successful,366,IT,EUR,1597899600,False,True,3cat,9subcat
725,6144,Lawson and Sons,1500,8447,successful,132,IT,EUR,1616302800,False,False,3cat,9subcat
1526,6155,Lee PLC,2000,5033,successful,65,US,USD,1612245600,False,True,3cat,9subcat
1365,2199,Larson-Little,7600,5265,failed,53,US,USD,1608530400,False,False,4cat,4subcat
2057,5650,Harris Group,7600,13195,successful,174,DK,DKK,1607666400,False,False,4cat,4subcat
2669,4842,Carter-Guzman,4500,14741,successful,227,DK,DKK,1608616800,False,False,4cat,4subcat
1114,3280,Nunez-Richards,110100,21946,live,708,DK,DKK,1586322000,False,False,4cat,4subcat
601,4904,"Perez, Johnson and Gardner",6300,3030,failed,27,US,USD,1597122000,False,True,4cat,4subcat
875,1558,Johnson-Gould,9100,6089,canceled,135,US,USD,1616562000,False,False,4cat,4subcat
2283,2307,Perez-Hess,62500,30331,failed,674,US,USD,1634014800,False,True,4cat,4subcat
711,5695,Simmons-Reynolds,94000,38533,failed,558,US,USD,1615701600,False,False,4cat,4subcat
1747,5708,Collier Inc,59100,75690,successful,890,US,USD,1594011600,False,False,4cat,4subcat
2653,2251,Spencer-Bates,107500,51814,canceled,1480,US,USD,1605852000,False,False,4cat,4subcat
325,3715,"Campbell, Brown and Powell",130800,137635,successful,2220,US,USD,1608703200,False,True,4cat,4subcat
210,3813,"Blair, Collins and Carter",50200,189666,successful,5419,US,USD,1617512400,False,False,4cat,4subcat
2034,1471,Jackson-Lewis,700,1101,successful,16,US,USD,1617771600,False,False,4cat,4subcat
170,3477,Kim-Rice,9900,5027,failed,88,DK,DKK,1618376400,False,False,4cat,4subcat
87,5008,Woods-Clark,9500,4530,failed,48,US,USD,1610949600,False,True,4cat,4subcat
1711,3263,Bennett and Sons,1500,7129,successful,149,US,USD,1608271200,False,False,4cat,4subcat
2294,5631,Lamb Inc,33300,128862,successful,2431,US,USD,1613973600,False,False,4cat,4subcat
29,5027,"Hernandez, Rodriguez and Clark",7200,2459,failed,75,US,USD,1615528800,False,False,4cat,4subcat
2025,3889,Anderson-Perez,2700,6132,successful,211,US,USD,1612850400,False,False,4cat,4subcat
2395,3136,"Wright, Fox and Marks",1400,3851,successful,128,US,USD,1607580000,False,True,4cat,4subcat
1418,2103,Crawford-Peters,94200,135997,successful,1600,CA,CAD,1603170000,False,False,4cat,4subcat
1905,2329,Romero-Hoffman,199200,184750,failed,2253,CA,CAD,1623733200,False,False,4cat,4subcat
2430,3131,"Baker, Morgan and Brown",4700,557,failed,5,US,USD,1624597200,False,False,4cat,4subcat
1934,3631,Berry-Boyer,6100,14405,successful,236,US,USD,1614060000,False,False,4cat,4subcat
1225,5373,Sanders-Allen,2900,1307,failed,12,US,USD,1633410000,False,True,4cat,4subcat
963,2194,Moreno-Turner,5700,14508,successful,246,IT,EUR,1597035600,False,True,4cat,4subcat
1486,2906,Jones-Watson,7900,1901,canceled,17,US,USD,1624770000,False,False,4cat,4subcat
676,2611,Barker Inc,128000,158389,successful,2475,IT,EUR,1628398800,False,True,4cat,4subcat
2137,2374,"Tate, Bass and House",6000,6484,successful,76,US,USD,1616130000,False,False,4cat,4subcat
2459,3872,"Martin, Conway and Larsen",122900,95993,failed,1684,US,USD,1607839200,True,True,4cat,4subcat
2885,5725,Soto LLC,57800,40228,failed,838,US,USD,1623560400,False,False,4cat,4subcat
2030,2988,Davis-Smith,7400,12405,successful,203,US,USD,1621141200,True,False,4cat,4subcat
2468,1672,"White, Singleton and Zimmerman",3400,8588,successful,96,US,USD,1595480400,False,False,4cat,4subcat
656,4426,Kramer Group,7800,6132,failed,106,US,USD,1633755600,False,True,4cat,4subcat
1891,2081,Hall and Sons,108800,65877,canceled,610,US,USD,1606024800,False,True,4cat,4subcat
3097,1883,Howard Ltd,69700,151513,successful,2331,US,USD,1634533200,False,False,4cat,4subcat
3076,3203,Baker-Morris,7600,14951,successful,164,US,USD,1598158800,False,False,4cat,4subcat
3146,5758,"Tucker, Fox and Green",100,1,failed,1,US,USD,1624338000,False,False,4cat,4subcat
1061,2862,"Brandt, Carter and Wood",3900,14006,successful,147,US,USD,1614924000,False,False,4cat,4subcat
2957,6070,"Tucker, Schmidt and Reid",3500,6527,successful,86,US,USD,1620363600,False,True,4cat,4subcat
1862,2212,David-Clark,7200,6336,failed,73,US,USD,1630558800,False,False,4cat,4subcat
2999,3209,Edwards-Lewis,177700,33092,failed,662,CA,CAD,1642226400,True,False,4cat,4subcat
2105,3074,Pratt LLC,5300,8475,successful,180,US,USD,1589086800,False,False,4cat,4subcat
1324,2031,Gross PLC,180200,69617,failed,774,US,USD,1585026000,False,True,4cat,4subcat
1952,5873,"Martinez, Gomez and Dalton",103200,53067,failed,672,CA,CAD,1614751200,False,False,4cat,4subcat
1488,6047,Flowers and Sons,3300,3834,successful,89,US,USD,1603170000,False,True,4cat,4subcat
2647,6036,"Le, Burton and Evans",7700,5488,failed,117,US,USD,1608876000,False,True,4cat,4subcat
377,1797,"Martin, Lopez and Hunter",9000,11619,successful,135,US,USD,1612677600,False,False,4cat,4subcat
822,1346,Harris-Golden,8800,1518,canceled,51,US,USD,1600146000,False,False,4cat,4subcat
2730,2989,"Moss, Norman and Dunlap",8300,9337,successful,199,US,USD,1629522000,False,True,4cat,4subcat
2171,3694,"Whitehead, Bell and Hughes",189400,176112,failed,5681,US,USD,1626498000,False,False,4cat,4subcat
1065,5374,Hall-Schaefer,139500,90706,failed,1194,US,USD,1621746000,False,False,4cat,4subcat
940,5230,"Clarke, Anderson and Lee",191200,191222,successful,1821,US,USD,1621659600,False,True,4cat,4subcat
2657,5981,Lopez and Sons,150500,150755,successful,1396,US,USD,1636869600,False,False,4cat,4subcat
557,4951,Cruz-Ward,2600,10804,successful,146,AU,AUD,1617253200,False,False,4cat,4subcat
597,6051,White LLC,96700,157635,successful,1561,US,USD,1616302800,False,False,4cat,4subcat
2354,2966,"Jones, Contreras and Burnett",181200,47459,failed,1130,US,USD,1611727200,False,False,4cat,4subcat
1358,4478,Stone-Orozco,115000,86060,failed,782,US,USD,1609912800,False,False,4cat,4subcat
188,4238,"Lee, Gibson and Morgan",38800,161593,successful,2739,US,USD,1619931600,False,False,4cat,4subcat
1743,5666,Marks Ltd,44500,159185,successful,3537,CA,CAD,1600059600,False,True,4cat,4subcat
2369,4253,Adams Group,27100,195750,successful,3318,DK,DKK,1615269600,False,False,4cat,4subcat
2241,3279,"Howard, Carter and Griffith",3600,10550,successful,340,US,USD,1626152400,False,False,4cat,4subcat
1055,3017,Parker Group,88800,28358,failed,886,US,USD,1612936800,False,False,4cat,4subcat
2036,2166,"Walker, Jones and Rodriguez",8200,2625,failed,35,IT,EUR,1623992400,False,False,4cat,4subcat
1191,4146,Anthony-Shaw,191300,45004,canceled,441,US,USD,1611986400,False,False,4cat,4subcat
879,2651,Cook LLC,3700,2538,failed,24,US,USD,1614146400,False,True,4cat,4subcat
3062,1409,Sutton PLC,8400,3188,failed,86,IT,EUR,1595653200,False,False,4cat,4subcat
835,3855,"Becker, Rice and White",100,2,failed,1,CA,CAD,1600923600,False,False,4cat,4subcat
2286,4376,"Hayden, Shannon and Stein",143900,193413,successful,4498,AU,AUD,1621832400,False,False,4cat,4subcat
1038,5884,Weaver-Marquez,1300,5614,successful,80,US,USD,1618030800,True,False,4cat,4subcat
1417,2604,Thompson LLC,104400,99100,failed,1625,US,USD,1592024400,False,False,4cat,4subcat
3011,1693,Johnson Inc,8100,12300,successful,168,US,USD,1582524000,False,False,4cat,4subcat
2515,4149,"Vargas, Banks and Palmer",156800,6024,failed,143,US,USD,1602046800,False,False,4cat,4subcat
544,3463,"Johnson, Dixon and Zimmerman",121700,188721,successful,1815,US,USD,1598072400,False,False,4cat,4subcat
657,5362,Owens-Le,7900,667,failed,17,US,USD,1627707600,True,False,4cat,4subcat
1379,5354,"Chavez, Garcia and Cantu",87300,81897,failed,931,US,USD,1616907600,False,False,4cat,4subcat
537,2912,"Williams, Carter and Gonzalez",7200,5523,canceled,67,US,USD,1613109600,False,False,4cat,4subcat
1289,4336,Davis-Rodriguez,3400,5823,successful,92,US,USD,1607148000,False,False,4cat,4subcat
2343,4369,"Bolton, Sanchez and Carrillo",2400,10138,successful,97,DK,DKK,1591851600,False,True,4cat,4subcat
2495,5626,Pitts-Reed,29400,123124,successful,1784,US,USD,1587272400,False,False,4cat,4subcat
1129,6078,Garcia PLC,2300,10240,successful,238,US,USD,1618635600,False,False,4cat,4subcat
636,2580,Herring-Bailey,700,3988,successful,53,US,USD,1619931600,False,False,4cat,4subcat
434,3592,Russell-Gardner,2900,14771,successful,214,US,USD,1600232400,False,False,4cat,4subcat
1854,1383,Singleton Ltd,7100,3840,failed,101,US,USD,1596258000,False,False,4cat,4subcat
436,1757,Perez PLC,1000,6263,successful,59,US,USD,1606284000,False,False,4cat,4subcat
121,2916,Williams Inc,5700,8322,successful,92,US,USD,1588482000,False,False,4cat,4subcat
2936,2005,"Duncan, Mcdonald and Miller",5000,13424,successful,186,US,USD,1605333600,False,True,4cat,4subcat
3055,2155,Gordon PLC,45600,165375,successful,5512,US,USD,1630213200,False,False,4cat,4subcat
270,5642,Lee and Sons,4900,6031,successful,86,US,USD,1589518800,False,False,4cat,4subcat
1219,4222,Acosta PLC,61600,143910,successful,2768,AU,AUD,1620450000,False,False,4cat,4subcat
407,3349,"Horton, Morrison and Clark",51100,155349,successful,1894,US,USD,1623992400,False,True,4cat,4subcat
2440,3647,Thomas and Sons,7800,10704,successful,282,CA,CAD,1604469600,False,False,4cat,4subcat
2476,5745,Morgan-Jenkins,2400,773,failed,15,US,USD,1631509200,False,False,4cat,4subcat
2743,2090,Ramos-Mitchell,700,7465,successful,83,US,USD,1607925600,False,False,4cat,4subcat
3113,1816,Smith-Jenkins,8000,13656,successful,546,US,USD,1601614800,False,False,4cat,4subcat
962,1677,Drake PLC,164500,150552,failed,2062,US,USD,1582610400,False,True,4cat,4subcat
1238,2830,"Dawson, Brady and Gilbert",900,6357,successful,254,US,USD,1597813200,False,False,4cat,4subcat
164,4400,Obrien-Aguirre,112100,19557,canceled,184,US,USD,1613368800,False,False,4cat,4subcat
2062,2062,"Smith, Love and Smith",800,13474,successful,337,CA,CAD,1615442400,False,False,4cat,4subcat
939,1906,Ross Group,6500,1065,canceled,32,IT,EUR,1612245600,False,False,4cat,4subcat
390,5479,Turner-Davis,600,8038,successful,183,US,USD,1613541600,False,False,4cat,4subcat
2851,4320,"Smith, Jackson and Herrera",192900,68769,failed,1910,CH,CHF,1612677600,False,False,4cat,4subcat
1607,4213,Smith-Hess,6100,3352,failed,38,AU,AUD,1588050000,False,False,4cat,4subcat
3201,3373,"Brown, Herring and Bass",7200,6785,failed,104,AU,AUD,1606370400,False,True,4cat,4subcat
1748,4171,"Ferguson, Collins and Mata",76100,24234,failed,245,US,USD,1591506000,False,False,4cat,4subcat
3114,6010,Townsend Ltd,2800,8014,successful,85,US,USD,1611727200,False,False,4cat,4subcat
2547,4617,"Rush, Reed and Hall",6500,514,failed,7,US,USD,1628744400,False,True,4cat,4subcat
1143,4770,Davis Ltd,118200,87560,failed,803,US,USD,1626498000,False,False,4cat,4subcat
2219,4394,Flores PLC,6300,12812,successful,121,US,USD,1607493600,False,False,4cat,4subcat
854,1794,Martinez LLC,59100,183345,successful,3742,US,USD,1609394400,False,False,4cat,4subcat
326,2215,"Lopez, Adams and Johnson",9500,3220,failed,31,US,USD,1625893200,False,False,4cat,4subcat
1359,3723,Summers PLC,6600,1269,failed,30,US,USD,1596171600,False,False,4cat,4subcat
1373,2951,Hebert Group,117900,196377,successful,5168,US,USD,1616043600,False,False,4cat,4subcat
2500,2297,"Harris, Hall and Harris",7100,11648,successful,307,US,USD,1618722000,False,True,4cat,4subcat
921,6161,Saunders Group,6500,5897,failed,73,US,USD,1590901200,False,True,4cat,4subcat
2413,5818,"Patterson, Salinas and Lucas",2600,1002,failed,33,US,USD,1586494800,False,True,4cat,4subcat
1174,2010,"Carlson, Dixon and Jones",9600,11900,successful,253,US,USD,1603861200,False,False,4cat,4subcat
34,5852,Hayden Ltd,94500,116064,successful,1095,US,USD,1592370000,False,False,4cat,4subcat
217,4618,Gonzalez-Burton,69800,125042,successful,1690,US,USD,1608444000,False,False,4cat,4subcat
1693,2618,"Lewis, Taylor and Rivers",136300,108974,canceled,1297,CA,CAD,1612677600,False,False,4cat,4subcat
2847,2080,Gibson-Hernandez,47900,31864,failed,328,US,USD,1613541600,False,False,4cat,4subcat
3104,2793,Spencer-Weber,9000,4853,failed,147,US,USD,1607148000,False,False,4cat,4subcat
2834,3186,Navarro and Sons,180800,95958,failed,923,US,USD,1622091600,False,False,4cat,4subcat
2514,3460,"Adams, Willis and Sanchez",2800,977,failed,33,CA,CAD,1619326800,False,False,4cat,4subcat
702,4345,Mills-Roy,33600,137961,successful,1703,US,USD,1595653200,False,False,4cat,4subcat
2926,4524,"Glass, Nunez and Mcdonald",9300,3431,failed,40,IT,EUR,1634014800,False,False,4cat,4subcat
385,3564,Larsen-Chung,59700,135132,successful,2875,GB,GBP,1609135200,False,True,4cat,4subcat
3007,2396,Anderson and Sons,5500,9546,successful,88,US,USD,1615096800,False,False,4cat,4subcat
53,5444,"Lucas, Hall and Bonilla",1600,11735,successful,112,AU,AUD,1627102800,False,False,4cat,4subcat
2944,2216,"Williams, Perez and Villegas",1800,10658,successful,101,US,USD,1611554400,False,True,4cat,4subcat
2963,1241,"Brooks, Jones and Ingram",9900,1870,failed,75,US,USD,1620795600,False,True,4cat,4subcat
2777,4333,Skinner PLC,112300,178965,successful,5966,US,USD,1625115600,False,False,4cat,4subcat
3064,5657,"Nolan, Smith and Sanchez",189200,128410,failed,2176,US,USD,1634619600,False,False,4cat,4subcat
763,5967,Brown-Parker,22500,164291,successful,2106,US,USD,1611381600,False,False,4cat,4subcat
2338,6105,"Klein, Stark and Livingston",49700,5098,failed,127,US,USD,1610863200,False,False,4cat,4subcat
1779,1891,"Reilly, Aguirre and Johnson",7200,2912,failed,44,GB,GBP,1595048400,False,False,4cat,4subcat
2291,1281,"Davidson, Wilcox and Lewis",2500,4008,successful,84,US,USD,1608962400,False,False,4cat,4subcat
3192,4186,"Michael, Anderson and Vincent",5300,9749,successful,155,US,USD,1607407200,False,False,4cat,4subcat
1625,2177,Gardner Group,135500,103554,failed,1068,US,USD,1624165200,False,False,4cat,4subcat
834,4701,Knox-Garner,83000,101352,successful,1152,US,USD,1611036000,False,False,4cat,4subcat
1670,1304,Taylor PLC,7100,9238,successful,220,US,USD,1590037200,True,False,4cat,4subcat
109,1394,Smith-Schmidt,900,13772,successful,299,US,USD,1612504800,False,False,4cat,4subcat
1285,5512,Leonard-Mcclain,195800,168820,failed,3015,CA,CAD,1618549200,False,True,4cat,4subcat
500,2453,Bailey-Boyer,48900,154321,successful,2237,US,USD,1617771600,False,False,4cat,4subcat
2835,6055,Lee LLC,29600,26527,failed,435,US,USD,1616734800,False,False,4cat,4subcat
2445,3707,Herrera-Wilson,3400,12100,successful,484,DK,DKK,1620018000,False,False,4cat,4subcat
254,4257,"Beck, Thompson and Martinez",7800,8161,successful,82,US,USD,1616302800,False,False,4cat,4subcat
1339,2779,Anderson-Pham,113500,12552,failed,418,US,USD,1612159200,False,False,4cat,4subcat
2035,6229,"Bradshaw, Smith and Ryan",1700,943,failed,15,US,USD,1620536400,False,False,4cat,4subcat
691,4734,"Blair, Reyes and Woods",5000,6423,successful,94,US,USD,1628398800,False,False,4cat,4subcat
206,1441,"Brown, Davies and Pacheco",8700,11075,successful,205,US,USD,1601182800,False,True,4cat,4subcat
1026,3224,Edwards-Kane,1800,10313,successful,219,US,USD,1604815200,False,False,4cat,4subcat
2523,3181,"Hicks, Wall and Webb",174500,197018,successful,2526,US,USD,1586322000,False,True,4cat,4subcat
539,6081,Cochran Ltd,8100,5487,failed,84,US,USD,1618635600,False,False,4cat,4subcat
687,2159,Rosales LLC,5100,9817,successful,94,US,USD,1604728800,True,False,4cat,4subcat
2302,3324,Harper-Bryan,7700,6369,failed,91,US,USD,1586408400,False,False,4cat,4subcat
3123,5874,Floyd-Sims,5400,903,canceled,10,CA,CAD,1593838800,True,False,4cat,4subcat
2576,5110,"Spence, Jackson and Kelly",152400,178120,successful,1713,IT,EUR,1598418000,False,True,4cat,4subcat
290,4398,"Mathis, Hall and Hansen",8300,14827,successful,247,US,USD,1616994000,False,False,4cat,4subcat
3203,2892,"Calderon, Bradford and Dean",5400,10731,successful,143,IT,EUR,1615957200,False,False,4cat,4subcat
2113,2777,Clark-Bowman,9300,3232,canceled,90,US,USD,1605420000,False,False,4cat,4subcat
348,5144,Anderson-Pearson,2100,10739,successful,170,US,USD,1599800400,False,True,4cat,4subcat
3157,5661,"Villanueva, Wright and Richardson",116500,137904,successful,3727,US,USD,1602651600,False,False,4cat,4subcat
1729,3710,"Sheppard, Smith and Spence",5000,1332,failed,46,US,USD,1621486800,False,False,4cat,4subcat
2964,4925,"Wise, Thompson and Allen",33800,118706,successful,2120,US,USD,1610776800,False,False,4cat,4subcat
790,5264,"Rich, Alvarez and King",2400,4119,successful,50,US,USD,1614319200,False,False,4cat,4subcat
2279,6205,Gomez LLC,71200,95020,successful,2436,US,USD,1600664400,False,False,4cat,4subcat
2776,1487,Hughes Inc,4000,1620,failed,16,US,USD,1610863200,False,False,4cat,4subcat
84,3779,Mcclure LLC,196600,159931,failed,1538,US,USD,1623474000,False,True,4cat,4subcat
2790,4129,Rice-Parker,91400,48236,failed,554,US,USD,1591160400,False,False,4cat,4subcat
2981,2069,Richards-Davis,90600,27844,failed,648,GB,GBP,1592370000,False,False,4cat,4subcat
3172,3903,Smith-Wallace,110300,197024,successful,2346,US,USD,1613196000,False,False,4cat,4subcat
32,4083,"Cordova, Shaw and Wang",5300,11663,successful,115,US,USD,1610517600,False,False,4cat,4subcat
2758,5690,"Bell, Edwards and Andersen",3200,13264,successful,195,DK,DKK,1604034000,False,False,4cat,4subcat
1823,3697,Valdez Ltd,100,0,failed,0,US,USD,1592370000,False,True,4cat,4subcat
277,3666,"Robles, Bell and Gonzalez",18000,166874,successful,2528,US,USD,1628571600,False,True,4cat,4subcat
2582,1834,Roberts Group,172700,193820,successful,3657,US,USD,1609912800,False,False,4cat,4subcat
595,5853,White LLC,168500,119510,failed,1258,US,USD,1609480800,False,False,4cat,4subcat
2551,4148,Smith-Mullins,147800,35498,failed,362,US,USD,1608616800,False,False,4cat,4subcat
2973,5707,Cox LLC,8600,4797,failed,133,CA,CAD,1603774800,False,True,4cat,4subcat
944,1652,"Frederick, Jenkins and Collins",800,3406,successful,32,US,USD,1597294800,False,False,4cat,4subcat
